name,website,phone,categories,state,moved
Discount Pool & Spa World,http://discountpoolandspaworld.com,(570) 726-4427,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",PA,False
KEYSTONE POOLS,http://keystonepools.localsearch.com,(717) 243-9818,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/bensalem-pennsylvania-bensalem-404.html,(215) 244-4988,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/warminster-pennsylvania-warminster-210.html,(215) 957-6035,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Weaver's Pools & Spas,N/A,(724) 463-7946,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",PA,False
Skovish Pools & Spas,http://www.skovishpools.com,(570) 542-4281,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Equipment & Supplies",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/montgomeryville-pennsylvania-montgomeryville-155.html,(215) 368-5199,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Paul's Building Maintenance,https://paulsbuilding.com,(267) 238-3807,"Janitorial Service, Building Maintenance, Cleaning Contractors",PA,False
Oakland Township Maintenance Building,http://oaklandtownship.us,(724) 287-4318,"Building Maintenance, Cleaning Contractors",PA,False
Morris Maintenance Inc,http://www.mmcwc.com,(717) 299-1149,"Janitorial Service, Cleaning Contractors, Wall Cleaning",PA,False
Nova Building Maintenance,http://yellowpages.com/newtown-pa/mip/bucks-county-carpet-service-13084150,(215) 504-0232,"Building Maintenance, Floor Waxing, Polishing & Cleaning",PA,False
All Around Maintenance,http://www.aaminconline.com,(412) 856-6679,"Home Repair & Maintenance, Carpet & Rug Cleaners",PA,False
Crestview Enterprises Total Property Maintenance,http://crestviewenterprisestotalpropertymaintenance.localsearch.com,(570) 449-0728,"Power Washing, Landscaping & Lawn Services, Property Maintenance",PA,False
Dynamic Building Maintenance LLC,http://dynamicbuildingmaintenancellc.localsearch.com,(484) 885-9711,"Home Improvements, Home Repair & Maintenance, Property Maintenance",PA,False
Arrow Building Maintenance Inc,http://yellowpages.com/kingston-pa/mip/arrow-building-maintenance-inc-460312861,(570) 287-5994,"Janitorial Service, Building Maintenance, Window Cleaning",PA,False
Hawk Building Maintenance,http://hawkbuildingmaintenance.localsearch.com,(570) 249-4211,"Building Cleaners-Interior, Janitorial Service, Building Maintenance",PA,False
"Premier Maintenance Plus, LLC",http://premiermaintenanceplusllc.localsearch.com,(724) 797-1927,"Handyman Services, Landscaping & Lawn Services, Property Maintenance",PA,False
Alpha Maintenance Services Inc.,http://alphamaintenanceservicesinc.localsearch.com,(484) 614-0980,"Janitorial Service, Fire & Water Damage Restoration, Property Maintenance",PA,False
Bulldog Maintenance Company Inc.,N/A,(800) 565-3202,"Janitorial Service, Building Maintenance, Cleaning Contractors",PA,False
City Wide Maintenance,http://citywidemaintenance464619966.localsearch.com,(412) 847-5400,"Building Cleaners-Interior, Janitorial Service, Building Maintenance",PA,False
Renew Services Home & Deck Maintenance,http://www.renewservices.net,(717) 532-7770,"Home Repair & Maintenance, Deck Cleaning & Treatment, Home Builders",PA,False
Willianmsport Building Maintenance,http://willianmsportbuildingmaintenance.localsearch.com,(570) 326-9179,"Janitorial Service, Building Maintenance, Carpet & Rug Cleaners",PA,False
Commercial Maintenance & Management,http://commercialmaintenancemanagement.localsearch.com,(610) 485-8328,"Building Maintenance, Cleaning Contractors",PA,False
DP maintenance,http://dpmaintenance.localsearch.com,(215) 626-2279,"Handyman Services, Painting Contractors, Home Repair & Maintenance",PA,False
Interior Maintenance Co. Inc.,http://www.imc.cc,(610) 626-1300,"Janitorial Service, Building Maintenance, Ventilation Cleaning",PA,False
All Around Maintenance Inc,http://aamcarpetcleaning-pittsburgh.com,(412) 856-6679,"Home Repair & Maintenance, Carpet & Rug Cleaners",PA,False
Tuberville Property Maintenance,http://tubervillepropertymaintenance.localsearch.com,(814) 673-2452,"Cleaners Supplies, Janitorial Service, Cleaning Contractors",PA,False
Community Maintenance Co,http://communitymaintenanceco.localsearch.com,(484) 880-9679,"Landscape Contractors, Landscape Designers & Consultants, Landscaping & Lawn Services",PA,False
Johnson's Maintenance Service,https://johnsonsmaintenance.com,(610) 372-4898,"Janitorial Service, Building Maintenance, Industrial Cleaning",PA,False
ServiceMaster Professional Building Maintenance Company,https://www.servicemasterclean.com/servicemaster-prof-bldg-maint-co,(412) 373-7690,"Fire & Water Damage Restoration, Janitorial Service, Building Maintenance",PA,False
West Property Maintenance Co,http://yellowpages.com/broomall-pa/mip/rentwell-466427380,(610) 353-1768,"Building Maintenance, Cleaning Contractors",PA,False
ServiceMaster Building Maintenance,http://www.servicemasterclean.com,(570) 420-0223,"Janitorial Service, Carpet & Rug Cleaners, Building Cleaners-Interior",PA,False
A1 TOTAL MAINTENANCE OPTION,http://a1totalmaintenanceoption.localsearch.com,(814) 833-3161,"Duct Cleaning, Parking Lot Maintenance & Marking, Restaurant Duct Degreasing",PA,False
S & R Maintenance,http://yellowpages.com/carlisle-pa/mip/w-r-davis-son-lawn-care-and-property-maintenance-529223157,(717) 590-7347,"Building Maintenance, Cleaning Contractors",PA,False
Superior Maintenance Solutions,http://www.yoursuperiorsolution.com,(717) 225-7256,"Building Maintenance, Altering & Remodeling Contractors, House Cleaning",PA,False
"Mindful Maintenance, LLC",http://mindfulmaintenancellc.localsearch.com,(267) 737-8268,"Property Maintenance, Building Maintenance, Cleaning Contractors",PA,False
Central Maintenance & Service Co,http://yellowpages.com/pittsburgh-pa/mip/allstar-arbor-tree-services-475642662,(412) 444-0396,"Janitorial Service, Building Maintenance, Dry Cleaners & Laundries",PA,False
Buchmyer's Pools Inc,https://www.buchmyerspools.com,(717) 630-2424,"Swimming Pool Repair & Service, Swimming Pool Dealers, General Contractors",PA,False
"Red Rose Pool Service, Inc.",http://www.redrosepoolservice.com,(717) 295-7000,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/exton-pennsylvania-exton-174.html,(610) 594-9170,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/bethlehem-pennsylvania-bethlehem-341.html,(610) 882-5757,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Valley Pool & Spa - North Versailles,http://www.valleypoolspa.com,(412) 824-3030,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
"Pool Tech Svc, Inc",http://pooltechinc.com,(610) 361-1552,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Anthony & Sylvan Pools,http://yellowpages.com/fogelsville-pa/mip/key-west-pools-536055148,(610) 530-8622,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Pool & Spa Outlet,https://www.pool-spaoutlet.com/contact-us,(412) 882-7665,"Swimming Pool Repair & Service, Spas & Hot Tubs, Fireplace Equipment",PA,False
Valley Pool & Spa - Greensburg,http://www.valleypoolspa.com,(724) 837-7030,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs-Repair & Service",PA,False
Lehigh Valley Pools,http://www.ivpool.com,(610) 262-2688,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",PA,False
Sherwood Valley Pools & Nrsy,http://www.sherwoodvalleypools.com,(724) 746-2337,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/scranton-pennsylvania-dickson-city-395.html,(570) 487-1566,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
B&B Pools Inc,http://www.custompoolsbybarry.com,(610) 691-7665,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Spas & Hot Tubs",PA,False
Valley Pool & Spa,http://www.valleypoolspa.com,(412) 349-8190,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",PA,False
Fagnano's Pools Service & Supplies,http://fagnanospoolsservicesupplies.localsearch.com,(570) 322-8024,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/west-chester-pennsylvania-goshen-village-758.html,(610) 696-3277,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/quakertown-pennsylvania-quakertown-768.html,(215) 538-2336,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Yorktown Pools & Spas,https://www.yorktownpools.com,(717) 834-7552,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",PA,False
"Crystal Pools, Inc.",http://www.crystalpoolsinc.com,(717) 534-1837,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, General Contractors",PA,False
Bel Air Pools & Excavating Inc,http://www.thepool4u.com,(570) 388-2514,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
"APCO Pool Specialties, Inc.",http://apcopools.com,(215) 428-9300,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",PA,False
Pools Spas & More,http://poolsspasmore.com,(724) 857-3333,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",PA,False
Aloha Pools And Spas by John Gromacki,http://www.alohapoolspa.com,(814) 566-6755,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",PA,False
Docs Pool & Spa Inc.,http://docspoolspainc.localsearch.com,(215) 295-1555,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Quality Pools & Spas by Dick Mackey,http://www.qualitypoolsandspas.com,(570) 586-9686,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/doylestown-pennsylvania-doylestown-831.html,(215) 340-0391,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/springfield-pennsylvania-springfield-838.html,(610) 604-7417,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(610) 696-3277,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
"International Construction Specialist, Inc",https://philadelphiapa-painter.com,(610) 971-7681,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/mechanicsburg-pennsylvania-mechanicsburg-866.html,(717) 766-9190,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com,(717) 569-8880,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",PA,False
Jester Pool Service,http://www.jesterpoolservice.com,(215) 598-3434,"Swimming Pool Repair & Service, Swimming Pool Designing & Consulting, Swimming Pool Equipment & Supplies",PA,False
Holiday Pools & Spas,https://holidaypands.com,(814) 695-6609,"Swimming Pool Repair & Service, Spas & Hot Tubs, Spas & Hot Tubs-Repair & Service",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/lancaster-pennsylvania-lancaster-pa-407.html,(717) 295-7074,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Valley Pool & Spa - Charleroi,http://www.valleypoolspa.com,(724) 565-1377,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",PA,False
"DS Pool Service, Inc.",http://www.dspoolservice.com,(610) 948-2000,"Swimming Pool Repair & Service, Swimming Pool Covers & Enclosures, Swimming Pool Equipment & Supplies",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/feasterville-trevose-pennsylvania-feasterville-75.html,(215) 364-5657,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Shipp Pool Service Inc,https://poolservicehq.com/poolcompany/parker-ford/shipp-pool-services,(610) 495-7996,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com/locations/pennsylvania/feasterville?adsrc=MOZ,(215) 589-1875,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",PA,False
Osko Pool N Spa,http://oskopoolnspapa.localsearch.com,(888) 885-6898,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Aqua Pool,http://aquapoolpa.com,(215) 322-4292,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",PA,False
Pool Pro,http://poolpropa.com,(215) 536-0456,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Splash-A-Way Pool Supplies & Service,http://splashawaypoolsuppliesservice.localsearch.com,(610) 630-3300,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Caribbean Pools,http://www.caribbeanpools.com,(724) 539-3389,"Swimming Pool Repair & Service, Swimming Pool Dealers, Sauna Equipment & Supplies",PA,False
Tri-State Pool,http://tristatepool.localsearch.com,(412) 609-5764,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
My Pool Guys,https://www.eriepoolguys.com/about-my-pool-guys,(814) 868-7593,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
Valley Pool & Spa - Washington,http://www.citysearch.com/profile/618585404/washington_pa/valley_pool_spa.html,(724) 225-9500,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",PA,False
Little Ray's Pool Service,http://littlerayspools.com,(570) 350-8023,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Swimming Pool Supplies,http://lesliesswimmingpoolsupplies537239795.localsearch.com,(215) 244-4988,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com/locations/pennsylvania/feasterville?adsrc=MOZ,(215) 589-1875,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",PA,False
Anthony & Sylvan Pools,https://anthonysylvan.com/locations/lancaster-pa?&source=Internet&adsrc=Lancaster_YEXT,(717) 569-9393,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/york-pennsylvania-york-382.html,(717) 846-7115,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Swimming Pool Supplies,http://lesliesswimmingpoolsupplies549978460.localsearch.com,(412) 702-9516,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Aquavita Pools,http://aquavitapools.localsearch.com,(610) 565-0900,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Aquarius Pool & Patio Inc - A BioGuard Platinum Dealer,http://aquariuspools.com,(570) 326-1111,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/allentown-pennsylvania-trexlertown-949.html,(610) 366-1088,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/collegeville-pennsylvania-collegeville-946.html,(610) 489-5516,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Keystone Pools Inc,http://keystonepoolsinc.localsearch.com,(717) 243-9818,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Dealers",PA,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com/locations/pennsylvania/west-chester?adsrc=MOZ,(610) 459-8310,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Correal Inc Pools & Spas,http://correalincpoolsspas.localsearch.com,(717) 243-5240,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",PA,False
Leslie's Swimming Pool Supplies,http://lesliesswimmingpoolsuppliespa.localsearch.com,(412) 489-6119,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Lovino Tub & Spa,http://lovinotubspa.localsearch.com,(724) 744-4285,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Swimming Pool Dealers",PA,False
APOLLO POOLS,http://www.apollo-pools.com,(610) 779-1228,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/norristown-pennsylvania-east-norriton-296.html,(610) 277-8688,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com/locations/pennsylvania/doylestown?adsrc=MOZ,(215) 489-5600,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Anthony & Sylvan Pools,https://anthonysylvan.com/locations/doylestown-pa?&source=Internet&adsrc=Doylestown_YEXT,(215) 489-5605,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Anthony & Sylvan Pools,https://anthonysylvan.com/locations/lancaster-pa?&source=Internet&adsrc=Warminster_YEXT,(215) 489-5600,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Leslie's Pool Supplies,https://lesliespool.com,(267) 380-0410,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(610) 277-8688,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(215) 945-4142,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
AAA Action Pool Service-Repairs,http://allpoolsandspas.com/content/Welcome.php,(215) 493-1646,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",PA,False
Superior Pools & Spas,http://www.superiorpoolsandspas.com,(570) 822-2001,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Goodall Pools & Spas,http://goodallpoolsspas.localsearch.com,(717) 763-8118,"Swimming Pool Repair & Service, Swimming Pool Dealers, Building Specialties",PA,False
King Cole Pools & Spas Inc,http://inwestmoreland.com,(724) 863-8784,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
Town & Country Pools,http://towncountrypools6959262.localsearch.com,(570) 538-9505,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",PA,False
Alpine Pools & Spas,https://alpinepools.com/contact-alpine,(724) 742-9080,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Manufacturers & Distributors",PA,False
Goodall Pools & Spas,http://www.goodallpools.com,(717) 509-7946,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Superior Pools,http://superiorpools8291963.localsearch.com,(412) 364-0121,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/whitehall-pennsylvania-whitehall-122.html,(610) 434-8750,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Kings Pools & Spas Inc,http://kingspoolandspas.com,(724) 728-8888,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",PA,False
Waide's Pools & Spas,http://www.waidespoolsandspas.com,(814) 868-4896,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
Northampton Pool and Patio,https://www.northamptonpoolandpatio.com,(610) 253-2120,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",PA,False
Rich Pools,http://richpoolspa.localsearch.com,(215) 322-2363,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Billiard Equipment & Supplies",PA,False
"Perfect Pools Leisure Center, Inc.",http://www.perfectpools.com,(215) 945-7843,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",PA,False
Leslie's Pool Supplies,https://lesliespool.com/location/wayne-pennsylvania-wayne-124.html,(610) 687-3211,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",PA,False
"Flohr Pools, Inc.",https://flohrpools.com,(717) 264-4373,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",PA,False
Four Seasons Grounds Care Inc,http://www.fourseasonsgc.com,(570) 842-3230,"Holiday Lights & Decorations, Hydroseeding, Real Estate Agents",PA,False
Muhlenberg Swimming Association,http://muhlenbergpool.com,(610) 929-4196,Swimming Pool Management,PA,False
Burnham Maintenance,http://burnhamboro.org/PAGES/HOME.ASPX,(717) 248-5971,Swimming Pool Management,PA,False
Scarborough Fitness,http://scarboroughfitness.localsearch.com,(215) 266-0286,"Swimming Pool Management, Health & Fitness Program Consultants, Personal Fitness Trainers",PA,False
Aquasafe,http://aquasafepool.com,(610) 898-3822,Swimming Pool Management,PA,False
Aquasafe Pool Management,https://aquasafepool.com/contact-aquasafe,(610) 645-4512,Swimming Pool Management,PA,False
Amity Gardens Apts Swimming Pool,http://yellowpages.com/douglassville-pa/mip/amity-gardens-apts-swimming-pool-534836452,(610) 385-3933,Swimming Pool Management,PA,False
Southern Leghigh Community Pool,N/A,(610) 282-1074,Swimming Pool Management,PA,False
Nor Gwyn Pool,https://www.norgwynpool.com,(215) 699-8000,Swimming Pool Management,PA,False
Bob's Swimming Pool Service & Repair Inc,http://bobspoolservicepa.com,(717) 761-5030,"Swimming Pool Repair & Service, Industrial Cleaning, Janitorial Service",PA,False
T A Clark Tile & Remodeling,http://taclarktileremodeling.localsearch.com,(610) 637-5688,"Swimming Pool Repair & Service, Tile-Cleaning, Refinishing & Sealing, Tile-Contractors & Dealers",PA,False
Star Solutions Property Management LLC.,http://starsolutionspropertymanagementllc.localsearch.com,(570) 807-1463,"Swimming Pool Repair & Service, Property Maintenance, Gutters & Downspouts Cleaning",PA,False
Harrisburg Pool Cleaners,http://harrisburgpoolcleaners.localsearch.com,(717) 571-7352,Swimming Pool Repair & Service,PA,False
Arista Pool & Spa Inc,http://www.aristapools.com,(610) 489-6000,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Dealers",PA,False
All Pro Pool & Spa Installers,http://allpropoolspainstallers.localsearch.com,(215) 946-2122,"Swimming Pool Repair & Service, Swimming Pool Dealers",PA,False
Seven Seas Home Leisure Center,http://sevenseaspools.com,(724) 981-5555,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Dealers",PA,False
