name,website,phone,categories,state,moved
Kurt Custom Pools,https://www.kurtcustompools.com,(973) 957-7070,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",NJ,False
Kurt Custom Pools,https://www.kurtcustompools.com,(973) 957-7070,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",NJ,False
Hudson Pool Management Inc,http://www.hudsonpoolmgmt.com,(201) 332-1047,"Swimming Pool Repair & Service, Swimming Pool Management",NJ,False
Metro Pools,https://www.metropools.net,(973) 492-7665,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",NJ,False
"Allways Around Swimming Pools,",http://allwaysaroundswimmingpools.localsearch.com,(732) 381-0002,"Swimming Pool Repair & Service, Swimming Pool Management, Snow Removal Service",NJ,False
All Pool Installers & Repairs,http://www.a1-poolsandspas.com,(609) 392-1422,"Swimming Pool Repair & Service, Swimming Pool Management",NJ,False
AQUATIC POOL INSPECTIONS,http://aquaticpoolinspections.localsearch.com,(201) 891-5242,"Swimming Pool Repair & Service, Swimming Pool Management, Inspection Service",NJ,False
CMT Pool Service,http://cmtpoolservice.localsearch.com,(609) 549-6477,"Swimming Pool Repair & Service, Swimming Pool Management",NJ,False
Smith Pool Services,http://smithpoolservices.localsearch.com,(856) 839-4664,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",NJ,False
Kurt Custom Pools,https://www.kurtcustompools.com,(973) 957-7070,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",NJ,False
D & N Pool Services LLC,http://dampnpoolservicesllc.localsearch.com,(856) 417-8387,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",NJ,False
Aquapro Lifeguards,http://aquaprolifeguards.localsearch.com,(973) 702-7585,"Swimming Pool Repair & Service, Swimming Pool Management",NJ,False
CMC Pool Pro's llc,http://cmcpoolprosllc.localsearch.com,(609) 408-7520,"Swimming Pool Repair & Service, Swimming Pool Management",NJ,False
Del Val Pools And Spas Of Turnersville,https://www.delvalpoolsandspas.com,(856) 606-1335,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Rentals",NJ,False
Holiday Pools & Spas,http://holidaypoolsspasnj.localsearch.com,(856) 854-2664,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Building Specialties",NJ,False
Swim-Mor Pools and Spas,http://swimmor.com,(800) 794-6667,"Swimming Pool Repair & Service, Building Specialties, Swimming Pool Equipment & Supplies",NJ,False
Harmony Pool & Spa,http://harmonypoolspa.localsearch.com,(856) 678-2397,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",NJ,False
Landmark Pools Inc,http://landmarkpoolsincnj.localsearch.com,(732) 752-7946,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",NJ,False
All County Pool & Spa,http://allcountypoolspa.localsearch.com,(973) 702-0200,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Equipment & Supplies",NJ,False
Leslie's Pool Supplies,https://lesliespool.com/location/hazlet-newjersey-hazlet-425.html,(732) 264-5565,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Expert Pool Repair & Install,http://expertpoolrepairinstall.localsearch.com,(973) 472-8617,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",NJ,False
De Falco Pool & Spa Inc,http://www.defalcopools.com,(732) 747-3185,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Sauna Equipment & Supplies",NJ,False
Leslie's Pool Supplies,https://lesliespool.com/location/paramus-newjersey-paramus-149.html,(201) 599-1081,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Leslie's Pool Supplies,https://lesliespool.com/location/howell-newjersey-howell-226.html,(732) 367-7776,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
We're Your Pool Service Company,http://www.fixpools.com,(201) 444-6611,"Swimming Pool Repair & Service, Swimming Pool Covers & Enclosures, Swimming Pool Dealers",NJ,False
Leslie's Pool Supplies,https://lesliespool.com/location/springfield-newjersey-springfield-plaza-239.html,(973) 258-9696,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Hometown Pool Supply Co,https://hometownpools.com/old-bridge,(732) 833-7946,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Maltese Pool and Spa,http://www.maltesepoolandspa.com,(201) 939-5800,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Dealers",NJ,False
POOL SERVICE OF NEW JERSEY,http://poolrepairnj.com,(877) 603-7946,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",NJ,False
White House Pool & Spa,http://whitehousepoolspa.localsearch.com,(609) 587-6112,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com/locations/new-jersey/green-brook?adsrc=MOZ,(732) 752-0005,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",NJ,False
Leslie's Pool Supplies,https://lesliespool.com/location/freehold-newjersey-freehold-416-416.html,(732) 303-9911,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Clear Water Pool Service and Maintenance LLC,http://clearwaterpoolserviceandmaintenancellcnj.localsearch.com,(877) 603-7946,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",NJ,False
Del Val Pools And Spas Of Turnersville,https://www.delvalpoolsandspas.com,(856) 606-1335,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Rentals",NJ,False
Holiday Pools & Spas,http://holidaypoolsspasnj.localsearch.com,(856) 854-2664,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Building Specialties",NJ,False
Swim-Mor Pools and Spas,http://swimmor.com,(800) 794-6667,"Swimming Pool Repair & Service, Building Specialties, Swimming Pool Equipment & Supplies",NJ,False
Harmony Pool & Spa,http://harmonypoolspa.localsearch.com,(856) 678-2397,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",NJ,False
Anthony & Sylvan Pools,http://www.anthonysylvan.com,(856) 983-2907,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",NJ,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(732) 797-1770,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Christian Pools,http://www.christianpools.com,(732) 270-5400,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Building Specialties",NJ,False
American Swimming Pool CO,http://www.baquacil.com,(609) 889-0157,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Covers & Enclosures",NJ,False
Del Val Pool Maintenance,https://www.del-val.com/contact,(856) 663-4400,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
Sparkle Pool Service & Supply,http://www.poolandgarden.com,(856) 468-8038,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",NJ,False
Klenswite Pools & Spas,http://yellowpages.com/rio-grande-nj/mip/klenswite-pools-spas-2007254,(609) 465-4311,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",NJ,False
LINER'S BY TK,http://linersbytk.localsearch.com,(732) 306-4788,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",NJ,False
The Pool Factory,https://www.thepoolfactory.com,(855) 280-7665,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",NJ,False
Millennium Pools and Spas,https://millenniumpoolsandspas.com,(732) 295-0034,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",NJ,False
