name,website,phone,categories,state,moved
True Blue Pool and Spa,http://www.truebluepoolandspa.com,(817) 443-7539,"Swimming Pool Repair & Service, Swimming Pool Management, Chemicals",TX,False
Freedom Pool Service of the Bay Area,http://www.freedompools-texas.com,(832) 840-0887,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",TX,False
Astro City Pools,http://astrocitypools.localsearch.com,(832) 918-1613,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Cruz Bay Pool Service,http://www.cruzbaypoolservice.com,(409) 457-2049,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Austin Pool Techs,https://www.austinpooltechs.com,(512) 643-6675,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Vito’s Pool Service LLC,https://vitospoolservice.com,(469) 247-3411,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Calixto's Pool Service and Remodeling,http://calixtospoolserviceandremodeling.localsearch.com,(214) 251-5033,"Swimming Pool Repair & Service, Swimming Pool Management, Property Maintenance",TX,False
Pool Cleaning starting at $35 wk,http://poolcleaningstartingat35wk.localsearch.com,(281) 964-5961,"Swimming Pool Repair & Service, Swimming Pool Management, Filter Cleaning",TX,False
Southern Pool Service Company,http://southernpoolservice.com,(512) 788-3941,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Poolside Cleaning Service,http://poolsidecleaningservice.localsearch.com,(682) 202-5340,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
Super Clean Pool A,http://supercleanpoolatx.localsearch.com,(214) 542-5266,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Refresh Outdoor Cleaning Service,https://refreshoutdoor.com,(903) 466-1804,"Swimming Pool Repair & Service, Swimming Pool Management, Deck Cleaning & Treatment",TX,False
Blue Ribbon Pool Service,http://www.brpoolservice.com,(817) 917-1284,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",TX,False
Blue Science Plano Pool Service,http://www.bluescience.com/swimming-pool-service/plano-tx,(972) 805-2088,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Blue Science Houston,http://www.bluescience.com/houston,(713) 636-5751,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Live Oak Pools,http://liveoakpools.localsearch.com,(830) 370-7714,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Town and Country Pools,http://townandcountrypoolstx.localsearch.com,(512) 431-9800,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Gannon Swimming Pool Service,http://www.gannonswimmingpoolservice.com,(817) 230-3838,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Swimeasy-Watertech,http://swimeasywatertech.localsearch.com,(806) 466-3279,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
Southern Pool Service Company,http://southernpoolservicecompany483301731.localsearch.com,(512) 788-3941,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Boerne Local Pool Maintenance,http://boernelocalpoolmaintenance.localsearch.com,(830) 613-3349,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Prosper Local Pool Maintenance,http://prosperlocalpoolmaintenancetx.localsearch.com,(940) 295-4839,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Double-T Pool Service,http://doubletpoolservice.localsearch.com,(575) 746-7093,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Shock Wave Pool Service,http://www.shockwavepool.com,(830) 522-1700,"Swimming Pool Repair & Service, Swimming Pool Management, Inspection Service",TX,False
MC Pool Service,http://mcpoolservicetx.localsearch.com,(817) 739-6022,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
Rockin' H Poolcare,http://rockinhpoolcare.localsearch.com,(817) 305-3913,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
A&C Pools,http://aandcpools.com,(469) 269-3307,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Manufacturers & Distributors",TX,False
Jv Pool & spa supply,http://www.jvpoolandspa.com,(830) 625-5636,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Watertex Pools,https://watertexpools.com,(817) 779-8006,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs",TX,False
Pressure Washing by Armand,N/A,(361) 245-1950,"Swimming Pool Management, Pressure Washing Equipment & Services, Power Washing",TX,False
The Right Way Leak Detection & Repair,http://fixmypool.net,(972) 754-8173,"Swimming Pool Repair & Service, Swimming Pool Management, Leak Detecting Service",TX,False
All-Tex Pool Service,http://www.alltexpools.com,(817) 673-8505,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
North Texas Pool Remodeling,http://northtexaspoolremodeling.localsearch.com,(817) 428-1958,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
XL Pool Service,http://xlpoolservice.localsearch.com,(713) 992-3277,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Champion Pool Service,http://www.championpoolservices.com,(972) 442-1697,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Everlast Pool & Spa,http://everlastpoolspa.localsearch.com,(972) 439-9034,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Blue Legacy Pool Service,http://www.bluelegacypools.com,(214) 680-5302,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Eric's Pool Service,http://ericspoolservice.localsearch.com,(214) 600-2976,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
Texas Aquatic Enterprises,http://www.taepools.com,(713) 973-0544,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Pool Leak Detection and Repair - Manly Maids,https://www.manlymaids.com,(469) 628-6483,"Swimming Pool Repair & Service, Swimming Pool Management, Plumbers",TX,False
Everblue Pools Austin,http://everbluepoolsaustin.localsearch.com,(512) 900-1301,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Imperial Pool Service,https://www.imperialpoolservice.net,(281) 704-0395,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Hopkins Custom Pools,http://www.hopkinscustompools.com,(972) 771-1892,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
"American Spa And Pool, A.S.A.P.",http://austinpoolcare.com,(512) 293-7831,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Vanderpool Management,http://vanderpoolmanagement.localsearch.com,(254) 867-1428,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Arrows Pool & Landscape,http://arrowspoollandscape.localsearch.com,(817) 705-4265,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Tony’s Pools,https://swimmingpoolcontractor-tx.com,(469) 847-3258,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Cowboy Pool & Spa,http://cowboypoolspa.localsearch.com,(214) 395-2106,"Swimming Pool Management, Swimming Pool Dealers, Swimming Pool Construction",TX,False
Elmer's Custom Pools,http://elmerscustompools.localsearch.com,(210) 255-2252,"Swimming Pool Management, Swimming Pool Dealers, Swimming Pool Designing & Consulting",TX,False
Aqua Pro Pools,http://aquapropoolstx.localsearch.com,(512) 942-9404,"Swimming Pool Management, Swimming Pool Designing & Consulting, Swimming Pool Equipment & Supplies",TX,False
Crystal Pool Management,https://web.ipssa.com/Regular-Member/Crystal-Pool-Management-2161,(817) 881-3990,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
A Royalty Pool Management,http://aroyaltypoolmanagement.localsearch.com,(682) 365-8013,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Swimtech,http://swimtech.localsearch.com,(214) 668-9500,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Rodriguez Plastering,http://rodriguezplasteringtx.localsearch.com,(214) 448-4162,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
ReliaBlue Pool Service,http://www.reliabluesa.com,(210) 364-3065,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
BG Pool Service,http://bgpoolservicetx.localsearch.com,(281) 467-2537,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
F&S Paving and Aquatics,http://fspavingandaquatics.localsearch.com,(956) 357-8504,"Swimming Pool Repair & Service, Swimming Pool Management, Concrete Construction Forms & Accessories",TX,False
Whitehouse Pool Service,http://whitehousepoolservice.localsearch.com,(903) 530-1300,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
A.J. Pools,http://ajpoolstx.localsearch.com,(469) 964-4555,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Aquatic Solutions Pool Management,http://aquaticsolutionspoolmanagement.localsearch.com,(832) 232-1336,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Clear Lake Pool Boys,http://clearlakepoolboys.localsearch.com,(832) 768-7506,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Hacienda Plastering and Fine Finishes LLC,http://haciendaplasteringandfinefinishesllc505287330.localsearch.com,(512) 848-5445,"Swimming Pool Repair & Service, Swimming Pool Management, Altering & Remodeling Contractors",TX,False
Hacienda Plastering and Fine Finishes LLC,http://haciendaplasteringandfinefinishesllctx.localsearch.com,(512) 848-5445,"Swimming Pool Repair & Service, Swimming Pool Management, Altering & Remodeling Contractors",TX,False
Everblue Pools Austin,http://everbluepoolsaustin.localsearch.com,(512) 900-1301,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Poseidon Pools Houston,http://poseidonpoolshouston.localsearch.com,(281) 865-8216,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
Millennium Custom Pools,http://millenniumcustompools.com,(713) 766-6580,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
A Smart Pool Service,http://asmartpoolservice.webs.com,(956) 569-2090,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Thrive Pool Services,http://thrivepoolservices.localsearch.com,(915) 781-9718,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Parker County Pools,https://parkercountypools.com/gallery,(817) 341-7665,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Imperial Pool Service,https://www.imperialpoolservice.net,(281) 704-0395,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Covers & Enclosures",TX,False
Acionna Pool Services,https://www.facebook.com/Acionna-pool-services-594302230750620/?ref=aymt_homepage_panel,(361) 271-4202,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Hopkins Custom Pools,http://www.hopkinscustompools.com,(972) 771-1892,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",TX,False
ABC Pool Service,http://www.abcpoolservices.net,(682) 209-7050,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",TX,False
Commercial Swim,https://www.commercialswim.com/request-service,(512) 362-8998,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",TX,False
Toscano Pool Plastering,http://toscanopoolplastering.com,(832) 964-7237,"Swimming Pool Repair & Service, Swimming Pool Management, Deck Builders",TX,False
No Limit Card House,http://nolimitcardhouse.localsearch.com,(210) 465-7770,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
"A P Pool Tech, LLC",http://www.phoenixpooltech.com,(469) 925-5798,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
"American Spa And Pool, A.S.A.P.",http://austinpoolcare.com,(512) 293-7831,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Cross Pool Care,https://www.facebook.com/crosspoolcare,(432) 488-7894,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Vanderpool Management,http://vanderpoolmanagement.localsearch.com,(254) 867-1428,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Arrows Pool & Landscape,http://arrowspoollandscape.localsearch.com,(817) 705-4265,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Pool Referees,https://poolrefs.com/post/cleaning-your-salt-cell,(469) 215-7733,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Riviera Pools,http://rivierapools566337502.localsearch.com,(972) 296-7946,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",TX,False
D & D Pool Service,http://ddpoolservicetx.localsearch.com,(817) 689-2570,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Pool Referees,https://poolrefs.com/post/cleaning-your-salt-cell,(469) 215-7733,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Riviera Pools,http://rivierapools566337502.localsearch.com,(972) 296-7946,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",TX,False
D & D Pool Service,http://ddpoolservicetx.localsearch.com,(817) 689-2570,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Tropic Pools,http://yellowpages.com/eddy-tx/mip/tropic-pools-567116115,(254) 859-9022,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",TX,False
Manning pool service,http://www.manningpoolservice.com/?utm_source=local&utm_medium=organic&utm_content=GMB,(713) 812-9098,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
Johnson Custom Pools,https://www.johnsoncustompools.com,(512) 346-3288,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",TX,False
Affordable Pool & Spa,http://affordablepoolspa577868408.localsearch.com,(832) 800-0812,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",TX,False
Pools R Us,https://poolsruscctx.com,(361) 673-2731,"Swimming Pool Repair & Service, Swimming Pool Management",TX,False
AAA Discount Spas & Pools,http://aaadiscountspaspools.localsearch.com,(281) 353-1480,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",TX,False
Sparkle Pool Cleaning,http://sparklepoolcleaning.localsearch.com,(832) 577-2693,"Swimming Pool Repair & Service, Swimming Pool Dealers",TX,False
Absolute Pool Cleaning & Repair,https://www.absolutepoolcleaning.com/contact-us,(214) 914-8868,"Swimming Pool Repair & Service, Swimming Pool Dealers",TX,False
"Southlake Pools - Pool Cleaning, Repairs & Remodels",https://southlakepools.com,(972) 890-8022,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",TX,False
SLIP PREVENT,http://slipprevent.localsearch.com,(956) 433-3114,"Swimming Pool Management, Floor Materials, Floor Treatment Compounds",TX,False
Artificial Grass Direct TX,https://artificialgrassdirecttx.com,(713) 875-2852,"Swimming Pool Management, Landscape Designers & Consultants, Architects",TX,False
A.C.P.- A Clean Pool Service,http://acpacleanpoolservice.localsearch.com,(940) 255-3869,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies",TX,False
Southern Pool Service Company,http://southernpoolservicecompanytx.localsearch.com,(512) 788-3941,"Swimming Pool Repair & Service, Private Swimming Pools, Public Swimming Pools",TX,False
Kovar Home & Pool,http://kovarhomepool.localsearch.com,(281) 903-4899,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Deck Cleaning & Treatment",TX,False
Media Pool Tile Cleaning,http://www.mediapooltile.com,(915) 229-6613,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Equipment & Supplies",TX,False
H2OPro Pool Services,http://h2opropoolservices.localsearch.com,(512) 251-7665,"Swimming Pool Management, Swimming Pool Equipment & Supplies",TX,False
Artisan Pools & Outdoor Living,http://www.artisanpoolsandoutdoorliving.com,(361) 693-5368,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Equipment & Supplies",TX,False
Anthony & Sylvan Pools,http://anthonysylvanpools11319219.localsearch.com,(972) 381-8527,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",TX,False
S O S Pool Repair Service,http://sospoolrepairservice.localsearch.com,(281) 392-0400,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Marble Falls Spa & Pools,http://www.marblefallsspaandpools.com,(830) 693-3848,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Aqua Repair,http://www.aquarepair.com,(210) 651-4135,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",TX,False
Blue Lagoon Pools of Texas,http://www.bluelagoonpoolsoftexas.com,(281) 359-7946,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(832) 251-8503,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Vistaridge Pool Service,http://vistaridgepoolservice.localsearch.com,(214) 415-0759,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Wave Water,http://www.wavefishing.com,(903) 874-3338,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",TX,False
K & B Pools,http://www.lufkinpools.com,(936) 632-7669,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",TX,False
The Woodlands Pool Service,http://thewoodlandspoolservice.localsearch.com,(281) 881-7108,"Swimming Pool Repair & Service, Swimming Pool Dealers, Private Swimming Pools",TX,False
Water Masters Texas,http://watermasterstexas.localsearch.com,(432) 682-8624,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Dealers",TX,False
Penny Pools,http://pennypools.localsearch.com,(210) 535-2806,"Swimming Pool Repair & Service, Swimming Pool Dealers, Building Contractors",TX,False
Aquatic Renovations & Services,http://aquaticrenovationsservices.localsearch.com,(210) 601-2510,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Custom Pool Care,http://www.custompoolcare.com,(972) 690-0410,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",TX,False
Clearly Perfect Pools Inc,http://www.clearlyperfectpools.com,(972) 617-7665,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Quality Pools,http://qualitypoolstx.localsearch.com,(361) 739-5073,"Swimming Pool Repair & Service, Swimming Pool Dealers, General Contractors",TX,False
Aqua Blue Custom Pools LLC,http://aquabluecustompools.com,(832) 912-7665,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Discount Pool Repair & Renovation,http://discountpoolrepairrenovationtx.localsearch.com,(817) 689-1810,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Aqua Blue Pool Service & Gutter Maintenance,http://aquabluepoolservice.org,(254) 644-3410,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",TX,False
A1 Swimming Pools,http://a1swimmingpools.localsearch.com,(830) 708-3450,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",TX,False
Randy The Pool Guy,http://randythepoolguytx.localsearch.com,(830) 837-6217,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",TX,False
"Clearly Perfect Pools, Inc.",http://clearlyperfectpoolsinctx.localsearch.com,(972) 617-7665,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Pools By Paul,http://poolsbypaultx.localsearch.com,(832) 512-1610,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",TX,False
Lakeside Pools,http://lakesidepoolssa.com,(325) 812-2722,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Thomas Pools,http://thomaspoolstx.localsearch.com,(281) 782-8096,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Dominion Pools,http://dominionpools.localsearch.com,(512) 259-3431,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",TX,False
Lake Ridge Pool Service,http://www.lakeridgepoolservice.com,(940) 549-0111,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(281) 756-0092,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Clear  Water Pools,http://www.clearwaterpoolcompany.com,(713) 377-4295,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(972) 795-2121,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
Westlake Pool and Spa,http://westlakepoolandspa.com,(512) 241-9891,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Dealers",TX,False
Blissful Waters Pool Care,http://www.blissfulwaterspoolcare.com,(210) 643-8111,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",TX,False
Affordable Pools Inc,http://affordablepoolsinctx.localsearch.com,(810) 714-7665,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",TX,False
A Splash Above,http://asplashabove495815097.localsearch.com,(915) 539-2850,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",TX,False
